"UserID","Age","Gender","Occupation","EducationLevel","MaritalStatus","NumDependents","Income","Expenditure","GiftsTransaction","TransactionTime","TransactionAmount","MerchantID","TransactionType","TransactionLocation","DeviceType","Terrorism","UserTenure","IsFraud"
2407,-37,"Female","Student","High School","Widowed",0,52760.64,89649.04,9336.4208,58.6333333333333,1140.75,"M006","Purchase","HB","Mobile","False",47,1
3336,31,"Male","Professional","High School","Single",0,93197.13,81036.3,9336.4208,1266,67.39,"M004","Transfer","HB","Mobile","True",18,0
210,34,"Male","Retired","High School","Single",2,52587.15,91610.14,384.7284,536.45,899.6,"M007","Purchase","CB","Desktop","False",73,0
4228,35,"Male","Retired","Bachelor","Single",3,118437.1,36604.93,384.7284,1178.16666666667,19.41,"M008","Purchase","MLB","iphone 15","True",108,0
2006,41,"Female","Professional","Bachelor","Single",2,68140.84,43601.02,5898.5024,314.733333333333,1140.75,"M008","Purchase","SYD","Desktop","False",9,1
65,21,"Female","Professional","Bachelor","Divorced",1,53705.83,81036.3,5898.5024,342.733333333333,111.73,"M006","Purchase","BRS","Mobile","True",100,1
1116,32,"Female","Professional","High School","Married",1,60108.48,32414.52,4763.48,106.433333333333,26.956,"M006","Purchase","ADL","Mobile","False",104,1
4530,18,"Male","Unemployed","Bachelor","Widowed",0,58974.57,91610.14,2379.9692,283.333333333333,67.39,"M003","Purchase","PTH","Mobile","False",45,0
4143,30,"Female","Professional","High School","Single",4,127088.35,36644.056,9740.6316,149.583333333333,359.84,"M002","Purchase","HB","Mobile","False",82,1
1162,29,"Female","Student","Bachelor","Married",1,42903.25,36604.93,1177.8032,678.733333333333,899.6,"M001","Payment","MLB","Mobile","True",101,0
1737,36,"Male","Professional","High School","Married",1,68350.31,5844.244,196.29,24.2166666666667,13.976,"M007","Transfer","SYD","Desktop","False",16,1
382,35,"Female","Student","High School","Single",0,78404.02,15667.796,2253.706,533.35,129.528,"M008","Purchase","MLB","Mobile","False",11,0
2587,28,"Female","Professional","Bachelor","Single",1,66233.88,11172.93,21206.2592,1401.2,34.94,"M003","Payment","BRS","Mobile","True",48,0
3113,31,"Female","Professional","High School","Married",2,127411.46,11172.93,2379.9692,1315.36666666667,110.54,"M002","Purchase","HB","Desktop","False",95,0
1371,30,"Male","Professional","High School","Widowed",4,53477.15,40721.71,124.558,661.75,97.07,"M006","Purchase","CB","Mobile","False",37,0
1066,28,"Female","Retired","Bachelor","Single",1,75889.65,22349.504,4335.7,959.816666666667,129.528,"M008","Transfer","PTH","Mobile","False",113,0
2358,21,"Male","Student","Master","Single",0,66119.48,35859.616,2058.0196,1005.76666666667,12.996,"M004","Payment","SYD","Mobile","False",67,0
2854,37,"Female","Professional","Bachelor","Married",1,77572.19,40721.71,2121.5628,1046.68333333333,111.73,"M001","Purchase","ADL","Mobile","False",51,0
453,52,"Male","Student","Bachelor","Married",1,155909.72,21169.11,1177.8032,109.066666666667,323.82,"M001","Withdrawal","ADL","Desktop","True",68,1
4165,37,"Male","Professional","High School","Married",1,34730.55,21169.11,21206.2592,1131.36666666667,32.49,"M007","Purchase","MLB","Mobile","False",17,0
4867,31,"Female","Student","High School","Widowed",1,61718.9,17873.88,9501.9036,962.633333333333,672.06,"M001","Transfer","BRS","Mobile","True",18,0
3207,42,"Male","Professional","High School","Married",1,56576.53,17873.88,3102.3664,142.2,672.06,"M004","Purchase","DRW","Desktop","False",106,1
4138,55,"Female","Professional","High School","Married",3,73516.82,17440.408,3009.44,519.5,12.996,"M008","Payment","CB","Mobile","False",89,0
3617,18,"Female","Unemployed","High School","Married",2,52486.36,80911.26,16656.02512,1112.18333333333,1041.61,"M003","Withdrawal","SYD","Mobile","False",16,1
2273,40,"Male","Student","Bachelor","Married",4,119498.91,80911.26,6476.5064,860.216666666667,1140.75,"M006","Purchase","SYD","Mobile","False",35,0
2955,0.037,"Male","Student","Bachelor","Married",4,105727.69,89649.04,2121.5628,76.9333333333333,1041.61,"M004","Withdrawal","BRS","Mobile","True",78,1
3609,48,"Female","Unemployed","High School","Married",4,40163.34,68415.46,3958.7688,365.566666666667,67.39,"M008","Transfer","ADL","Desktop","False",47,0
4714,40,"Male","Student","Bachelor","Single",2,69175.91,24006.32,9501.9036,122.433333333333,1255.79,"M004","Purchase","ADL","Mobile","False",65,1
205,0.034,"Male","Student","High School","Married",2,80021.21,68415.46,3102.3664,1295.03333333333,527.72,"M002","Withdrawal","DRW","Mobile","False",22,1
1838,40,"Female","Professional","Master","Single",2,112448.56,32364.504,4033.718416,1256.51666666667,416.644,"M005","Purchase","CB","Mobile","False",68,0
3025,-34,"Male","Unemployed","High School","Single",1,48603.3,38033.86,5372.1444,613.266666666667,192.2,"M004","Payment","MLB","Mobile","False",52,0
1639,26,"Male","Professional","High School","Divorced",1,56790.7,35859.616,19091.637936,974.033333333333,456.3,"M005","Withdrawal","HB","Desktop","False",8,1
1131,35,"Female","Student","PhD","Widowed",3,72725.88,32414.52,9740.6316,461.15,26.956,"M007","Payment","PTH","Mobile","False",92,0
2978,53,"Male","Professional","Master","Married",3,57004.46,38033.86,4646.0428,1283.21666666667,899.6,"M004","Purchase","MLB","Mobile","False",55,0
548,-25,"Female","Professional","High School","Single",2,30510.67,39882.13,18299.384768,950.966666666667,19.48,"M004","Purchase","HB","Mobile","False",61,0
1117,27,"Male","Professional","Bachelor","Divorced",3,92112.83,39882.13,3825.43,1141.3,19.41,"M005","Purchase","PTH","Mobile","False",92,0
4343,35,"Male","Professional","Bachelor","Married",4,32736.66,21877.39,4570.0732,889.983333333333,3.41,"M007","Purchase","HB","Mobile","False",24,0
2563,35,"Male","Student","High School","Married",2,69667.7,41566.98,3958.7688,41.9,65.21,"M006","Payment","ADL","Mobile","False",59,1
1145,43,"Female","Professional","Bachelor","Widowed",1,183749.38,60993.62,754.067664,1022.68333333333,3.41,"M004","Purchase","DRW","Mobile","False",28,0
514,34,"Male","Professional","High School","Single",0,53924.18,43601.02,11561.064704,360.8,111.73,"M001","Purchase","BRS","Desktop","False",81,0
1071,44,"Male","Retired","High School","Married",1,34785.24,81036.3,654.6008,1252.33333333333,83.52,"M006","Purchase","BRS","Mobile","True",68,0
2303,26,"Male","Retired","Master","Single",1,138804.27,33755.03,3825.43,1023.41666666667,384.7,"M005","Transfer","ADL","Mobile","False",36,0
244,44,"Male","Student","High School","Married",2,40395.6,131498.77,31166.0384,271.383333333333,83.52,"M008","Purchase","BRS","Desktop","True",6,0
1682,33,"Male","Professional","High School","Single",3,51150.96,31294.62,5755.344,1327.48333333333,384.7,"M001","Purchase","SYD","Mobile","True",3,0
536,0.025,"Male","Professional","High School","Married",1,156147.73,60727.89,1712.2756,1356.53333333333,850.36,"M002","Purchase","ADL","Mobile","False",52,0
2856,38,"Female","Professional","Bachelor","Married",1,44345.81,99725.62,13618.4132,127.416666666667,850.36,"M008","Withdrawal","CB","Desktop","False",112,1
4267,24,"Male","Student","Bachelor","Married",1,128661.48,23587.19,17957.5592,109.383333333333,161.54,"M003","Transfer","PTH","Mobile","False",11,1
3800,-25,"Female","Professional","High School","Married",4,71815.71,54214.57,4570.0732,807.016666666667,161.54,"M001","Withdrawal","SYD","Mobile","False",19,1
778,34,"Male","Student","High School","Married",2,77998.78,60993.62,7634.788,499.633333333333,212.82,"M006","Withdrawal","PTH","Desktop","True",64,1
3123,33,"Male","Professional","High School","Married",3,54910.78,30523.44,4664.739632,632.683333333333,212.82,"M003","Purchase","BRS","Desktop","True",62,0
620,37,"Female","Unemployed","High School","Single",1,138550.41,91610.14,31166.0384,7.65,1055.43,"M007","Withdrawal","BRS","Desktop","False",105,1
307,31,"Male","Professional","High School","Married",3,25062.03,69676.4,4390.1844,234.8,1055.43,"M001","Purchase","SYD","Mobile","False",71,1
873,44,"Female","Professional","High School","Widowed",3,35631.99,36644.056,2253.706,439.466666666667,359.84,"M003","Payment","MLB","Mobile","False",88,0
3567,48,"Male","Professional","Bachelor","Married",3,124930.64,69237.69,2308.494272,1397.28333333333,119.03,"M002","Transfer","ADL","Mobile","False",58,0
630,34,"Male","Professional","High School","Single",2,33147.62,131498.77,1712.2756,1036.83333333333,119.03,"M005","Transfer","CB","Mobile","False",118,0
4831,28,"Female","Professional","High School","Married",3,67826.46,36604.93,13618.4132,315,110.54,"M007","Purchase","DRW","Mobile","False",73,1
1813,18,"Female","Professional","High School","Married",0,42262.54,31716.53,10930.724,0,97.07,"M003","Transfer","PTH","Mobile","False",1,1
100,18,"Male","Retired","Bachelor","Single",3,53376.26,74590.43,8847.4008,813.666666666667,106.33,"M008","Purchase","HB","Mobile","False",117,0
2703,19,"Male","Professional","Bachelor","Single",0,33945.55,25960.05,41564.268032,696.383333333333,137.75,"M008","Payment","PTH","Desktop","False",32,0
1605,-38,"Female","Student","High School","Single",4,72857.65,60727.89,7634.788,1248.7,575.77,"M006","Purchase","DRW","Mobile","False",51,0
2178,34,"Male","Student","Bachelor","Married",2,48259.54,99725.62,5464.4016,1089.33333333333,575.77,"M008","Purchase","BRS","Mobile","False",43,0
2042,36,"Female","Student","Master","Single",3,65986.34,41013.99,28983.6764,0,2662.67,"M007","Transfer","MLB","Mobile","False",33,0
1054,27,"Male","Unemployed","Master","Divorced",4,73110.26,11172.93,244.13368,84.6333333333333,593.4,"M006","Purchase","MLB","Mobile","False",47,0
4621,36,"Female","Professional","Bachelor","Single",3,78277.17,54214.57,1893.458,723.116666666667,21.97,"M005","Purchase","MLB","Mobile","True",110,0
3337,51,"Male","Student","PhD","Single",4,59894.19,40721.71,10930.724,1439.98333333333,2662.67,"M002","Withdrawal","SYD","Desktop","True",44,1
1454,27,"Male","Professional","Bachelor","Married",1,36151.65,14641.972,4417.26376,930.866666666667,7.764,"M007","Transfer","SYD","Desktop","False",33,0
3666,61,"Male","Professional","High School","Single",2,119230.48,69676.4,8847.4008,1304.96666666667,593.4,"M001","Purchase","BRS","Mobile","True",32,0
950,52,"Male","Professional","Bachelor","Married",2,76724.76,22365.56,4158.263088,640.216666666667,52.7,"M005","Purchase","MLB","android","False",24,0
1794,43,"Female","Student","High School","Married",4,71753.44,69237.69,28983.6764,58.8166666666667,21.97,"M005","Transfer","ADL","Desktop","False",64,1
2883,43,"Female","Unemployed","Master","Single",3,72020.18,17440.408,4033.718416,1269.71666666667,456.3,"M005","Withdrawal","ADL","Desktop","True",93,1
987,0.025,"Male","Professional","Bachelor","Married",1,49864.6,31716.53,1893.458,1297.8,52.7,"M005","Withdrawal","PTH","Desktop","False",81,1
4984,-32,"Male","Professional","Master","Single",2,53806.55,21169.11,18623.731056,1071.21666666667,672.06,"M001","Payment","BRS","Mobile","False",35,0
3798,33,"Male","Student","High School","Single",1,94374.04,89267.42,4748.8252,1123.58333333333,1360.31,"M002","Withdrawal","SYD","Desktop","True",118,1
4723,36,"Female","Professional","Bachelor","Married",4,48425.06,32370.19,6080.638144,502.833333333333,34.95,"M004","Purchase","DRW","Mobile","False",117,0
3250,52,"Male","Professional","Bachelor","Single",2,55666.31,57677.54,708.6184,100.383333333333,7.23,"M005","Purchase","PTH","iphone 15","False",33,1
3989,28,"Male","Professional","Bachelor","Married",3,73539.45,25960.05,15372.0448,1194.46666666667,198.41,"M001","Purchase","ADL","Mobile","False",55,0
2057,28,"Female","Professional","Master","Single",0,132714.06,32414.52,19091.637936,738.8,44.692,"M005","Transfer","MLB","Mobile","False",108,0
4701,46,"Female","Unemployed","Bachelor","Married",1,84164.8,82090.6,15372.0448,735.833333333333,34.95,"M006","Purchase","ADL","Mobile","False",27,0
10,32,"Male","Student","Bachelor","Married",2,73827.19,30880.64,14777.3416,683.483333333333,82.03,"M006","Payment","PTH","Mobile","False",3,0
2132,18,"Female","Student","Bachelor","Single",1,135586.41,33882.72,19021.1336,0,1041.61,"M007","Payment","DRW","Mobile","True",72,1
3882,39,"Male","Unemployed","Bachelor","Married",0,58818.24,39039.38,8434.2916,1145.5,26.69,"M005","Purchase","SYD","Desktop","False",17,0
3379,32,"Male","Professional","High School","Married",4,23521.53,139029.37,2959.5804,378.2,1255.79,"M002","Withdrawal","MLB","Mobile","False",65,0
4931,18,"Male","Retired","High School","Single",1,63479.88,24397.448,4417.26376,395.683333333333,33.408,"M005","Transfer","DRW","Mobile","False",27,0
2344,43,"Female","Professional","High School","Married",4,87174.54,30078.57,14777.3416,1169.91666666667,527.72,"M001","Purchase","CB","Desktop","False",18,0
2334,52,"Female","Professional","Bachelor","Married",3,65600.23,17873.88,12693.952544,173.183333333333,33.17,"M002","Purchase","DRW","Desktop","True",80,1
1078,30,"Male","Professional","High School","Single",0,116632.87,74377.3,13402.8524,996.45,192.2,"M002","Payment","PTH","iphone 15","False",110,0
418,50,"Male","Professional","High School","Single",0,80923.88,22365.56,8434.2916,1439.98333333333,1044.08,"M006","Purchase","BRS","Desktop","False",55,0
2031,-18,"Female","Professional","High School","Single",0,26088.42,89267.42,5412.8144,236.116666666667,7.23,"M004","Purchase","CB","Mobile","False",34,0
2882,48,"Male","Professional","Bachelor","Married",4,75369.95,80911.26,7759.186848,72.8833333333333,198.41,"M005","Purchase","DRW","android","False",94,1
1483,50,"Male","Professional","High School","Divorced",1,62189.18,57677.54,13402.8524,961.466666666667,82.03,"M004","Purchase","SYD","Mobile","False",48,0
3647,-39,"Female","Professional","Bachelor","Single",3,99819.89,142454.94,5412.8144,281.45,51.32,"M002","Purchase","PTH","Mobile","False",7,1
1211,28,"Male","Unemployed","Bachelor","Married",1,89020.1,36644.056,8497.972,1393.33333333333,26.956,"M005","Payment","SYD","Mobile","False",64,0
4504,51,"Female","Student","Bachelor","Single",0,96239.76,82090.6,4460.8816,1101.8,1914.83,"M003","Transfer","DRW","iphone 15","False",68,0
1465,28,"Female","Professional","High School","Married",1,44196.64,52599.508,8497.972,1033.26666666667,340.144,"M004","Purchase","ADL","Desktop","False",95,0
2654,31,"Female","Unemployed","High School","Single",2,72515.21,14641.972,4847.91,892.283333333333,359.84,"M005","Transfer","MLB","Desktop","False",16,0
4882,41,"Female","Retired","Bachelor","Single",0,39728.73,20461.87,4460.8816,1439.98333333333,573.81,"M006","Purchase","ADL","Mobile","False",66,0
2391,36,"Male","Professional","Bachelor","Single",2,83792.92,30880.64,2748.0376,1398.01666666667,26.69,"M005","Purchase","SYD","Desktop","False",57,0
4756,0.038,"Male","Professional","Bachelor","Married",1,94556.36,24006.32,3683.8396,1144.95,764.01,"M003","Purchase","ADL","Desktop","False",27,0
1639,0.032,"Male","Professional","High School","Divorced",1,56790.7,9854.51,10618.2804,964.116666666667,198.66,"M001","Purchase","DRW","Mobile","False",8,0
1389,28,"Female","Student","Bachelor","Single",4,93565.48,68415.46,4854.2144,897.466666666667,33.17,"M001","Transfer","CB","Mobile","False",62,0
2221,36,"Male","Professional","High School","Single",1,100540.85,70062.72,2548.0784,168.983333333333,19.48,"M001","Purchase","SYD","Desktop","False",52,1
1993,27,"Male","Unemployed","High School","Married",1,62940.39,24291.156,9336.4208,935.666666666667,85.128,"M003","Purchase","BRS","Mobile","False",105,0
688,29,"Male","Student","Bachelor","Single",1,78935.75,39890.248,9336.4208,1139.96666666667,422.172,"M006","Payment","DRW","Desktop","False",95,0
3130,34,"Male","Student","High School","Married",4,78476.8,4469.172,384.7284,359,13.976,"M006","Purchase","BRS","Mobile","False",49,1
180,35,"Female","Student","Bachelor","Married",3,124855.28,4469.172,384.7284,1439.98333333333,44.216,"M005","Transfer","CB","Mobile","False",42,0
378,41,"Male","Professional","High School","Married",2,58620.06,19165.33,7337.3384,743.533333333333,362.58,"M006","Purchase","MLB","Mobile","False",80,0
2315,31,"Male","Professional","High School","Married",1,70090.35,46004,2530.85,380.95,1044.08,"M008","Purchase","PTH","Desktop","False",6,0
4666,-39,"Female","Professional","Master","Single",0,70486.11,144467.1,10529.403024,722.45,175.78,"M007","Transfer","MLB","Desktop","False",26,0
1955,44,"Female","Student","Bachelor","Married",2,40968.3,17504.94,3683.8396,1095.66666666667,3.41,"M004","Transfer","BRS","Mobile","False",112,0
4361,44,"Female","Professional","Bachelor","Single",1,72238.44,16288.684,5898.5024,674.1,38.828,"M008","Payment","BRS","Desktop","False",107,0
2625,-21,"Female","Student","Bachelor","Married",3,71740.1,139029.37,13863.2368,847.783333333333,1914.83,"M004","Withdrawal","ADL","iphone 15","True",28,1
4363,19,"Male","Retired","Master","Single",3,78880.96,26800.42,10618.2804,605.683333333333,65.21,"M002","Withdrawal","MLB","Desktop","False",103,0
103,21,"Male","Student","High School","Single",3,57384.51,30078.57,4871.6192,206.45,101.64,"M003","Withdrawal","MLB","Mobile","False",99,1
4635,42,"Female","Student","PhD","Married",2,30528.11,70992.28,9016.4704,0,796.23,"M004","Withdrawal","MLB","Mobile","False",98,1
2033,41,"Female","Student","High School","Married",2,50601.21,27870.56,8497.972,904.266666666667,230.308,"M005","Purchase","ADL","iphone 15","True",94,0
3070,19,"Male","Professional","Bachelor","Married",4,62759.76,27695.076,5898.5024,715.683333333333,1065.068,"M006","Payment","PTH","Desktop","False",85,0
1285,18,"Male","Professional","Bachelor","Married",2,111914.84,32224.49,9106.243888,1439.98333333333,332.25,"M005","Purchase","ADL","Mobile","True",109,0
1267,55,"Female","Professional","Master","Widowed",4,34128.07,21483.6,2548.0784,544.45,100.12,"M008","Purchase","SYD","Mobile","True",117,0
4418,-52,"Female","Professional","Bachelor","Single",1,37967.02,50988.31,7497.8428,1228.2,83.52,"M004","Purchase","CB","Mobile","True",65,0
2819,34,"Female","Professional","Bachelor","Married",3,76955,13965.6,9114.294,606.05,573.81,"M006","Withdrawal","MLB","Mobile","False",61,0
115,0.018,"Male","Retired","High School","Single",0,86292.53,57467,8957.343472,1179.86666666667,130.78,"M007","Transfer","PTH","Mobile","False",105,0
3787,27,"Male","Student","Bachelor","Single",3,121552.99,37729.96,11197.2252,780.65,175.78,"M001","Transfer","CB","Desktop","False",18,0
3125,23,"Female","Student","High School","Single",0,70276.22,57689.04,2031.4812,207.35,384.7,"M001","Payment","MLB","Desktop","False",88,0
3533,43,"Female","Professional","High School","Married",1,85854.75,74377.3,13863.2368,796.85,194.7,"M002","Purchase","PTH","Desktop","False",111,0
4352,35,"Male","Professional","High School","Single",0,84687.96,142454.94,4871.6192,697.566666666667,378.8,"M007","Withdrawal","MLB","Desktop","False",8,0
1335,36,"Male","Professional","High School","Married",4,77443.2,23014.21,4019.3524,0,850.36,"M003","Withdrawal","HB","android","False",6,1
81,-56,"Male","Professional","Master","Single",3,83358.57,38033.86,9016.4704,1123.78333333333,368.75,"M001","Purchase","CB","Mobile","False",113,0
1114,-41,"Male","Retired","High School","Married",4,69271.9,39882.13,1609.3364,871.733333333333,101.64,"M001","Purchase","MLB","Mobile","True",63,0
1904,47,"Female","Student","High School","Single",0,52655.75,70062.72,1283.017568,355.883333333333,796.23,"M003","Withdrawal","PTH","Mobile","False",18,1
4164,33,"Male","Professional","High School","Married",1,75243.95,21877.39,11197.2252,936.95,332.25,"M006","Transfer","DRW","Mobile","False",69,0
2250,24,"Male","Professional","High School","Married",4,81153.05,79990.08,35.6916,1244.31666666667,100.12,"M007","Purchase","CB","Mobile","False",65,0
816,18,"Male","Unemployed","Bachelor","Single",3,92306.98,13213.16,7171.4244,403.716666666667,64.39,"M004","Payment","DRW","Mobile","False",13,0
2234,50,"Male","Professional","High School","Married",2,85506.26,16288.684,8497.972,390.266666666667,44.692,"M008","Purchase","HB","Desktop","False",54,0
3369,36,"Female","Student","High School","Married",2,84724.52,27943.13,61085.435264,919.5,30.26,"M003","Withdrawal","DRW","Mobile","False",99,1
1717,36,"Female","Professional","Master","Married",1,70965.18,8467.644,4335.7,859.8,129.528,"M005","Purchase","PTH","Mobile","False",94,0
2764,36,"Male","Professional","High School","Single",0,18302.79,41566.98,11280.47424,1334.03333333333,469.03,"M005","Purchase","MLB","Desktop","True",103,0
2070,43,"Female","Student","PhD","Single",4,55775.04,60993.62,11394.0092,0,161.54,"M002","Transfer","CB","Mobile","False",109,1
4941,42,"Female","Professional","High School","Widowed",0,78348.5,17504.94,3356.060176,1045.05,287.38,"M008","Purchase","SYD","Desktop","True",118,0
1969,50,"Male","Unemployed","High School","Married",4,45967.53,26800.42,26692.089872,1064.6,194.7,"M003","Transfer","ADL","Desktop","False",59,0
2021,33,"Male","Professional","High School","Married",2,37902.13,8467.644,2331.67,247.783333333333,12.996,"M002","Purchase","BRS","Mobile","False",67,1
1731,38,"Male","Unemployed","Bachelor","Married",1,48351.05,7149.552,2379.9692,221.266666666667,268.824,"M005","Purchase","MLB","iphone 15","False",78,0
361,50,"Male","Professional","PhD","Married",1,129013.48,7149.552,15901.04,422.766666666667,268.824,"M003","Withdrawal","BRS","Mobile","True",112,1
434,32,"Female","Retired","High School","Married",4,55167.16,33755.03,2841.118,499.4,212.82,"M001","Payment","HB","Mobile","True",67,0
2107,37,"Male","Professional","High School","Divorced",0,126661.66,131498.77,2013.6256,525.316666666667,692.53,"M004","Purchase","PTH","Mobile","True",58,0
188,34,"Female","Unemployed","Bachelor","Married",1,82038.5,50236.33,35196.816032,252.583333333333,64.39,"M001","Purchase","CB","Mobile","True",16,1
159,-31,"Male","Unemployed","High School","Married",2,126075.79,31294.62,4339.9692,902.333333333333,3.98,"M002","Transfer","PTH","Mobile","True",32,0
3726,49,"Female","Retired","Bachelor","Widowed",4,44867.26,35706.968,1177.8032,766.783333333333,2.892,"M002","Purchase","HB","Desktop","False",112,0
4354,32,"Male","Student","High School","Single",4,83709.16,17387.2,11394.0092,813.516666666667,603.84,"M002","Transfer","DRW","Mobile","True",32,0
2317,24,"Male","Student","Master","Married",1,92493.99,26706.2,1638.7952,62.8166666666667,1055.43,"M008","Transfer","PTH","Mobile","False",56,1
2702,39,"Female","Student","High School","Single",2,35203.77,32364.504,9336.4208,913.483333333333,416.644,"M008","Transfer","SYD","Mobile","False",45,0
4505,-34,"Male","Retired","Bachelor","Married",4,84475.87,60727.89,21401.2988,1377.05,287.38,"M003","Purchase","SYD","Mobile","True",19,0
1614,28,"Female","Student","Bachelor","Single",2,37937.14,32364.504,873.61,494.65,456.3,"M006","Payment","SYD","Mobile","True",85,1
4234,0.039,"Male","Unemployed","High School","Married",4,98214.94,99725.62,5784.1364,600.65,37.55,"M001","Purchase","PTH","Desktop","True",27,0
2275,0.039,"Female","Unemployed","Master","Single",0,30892.63,23587.19,14964.18448,346.416666666667,248.25,"M004","Withdrawal","ADL","Desktop","True",113,1
3527,30,"Male","Professional","Bachelor","Divorced",1,30512.07,25487.01,2013.6256,250.016666666667,3.98,"M002","Purchase","MLB","Mobile","False",52,0
2295,31,"Male","Professional","PhD","Married",2,60395.1,35859.616,9336.4208,503.133333333333,416.644,"M004","Purchase","ADL","Mobile","True",62,0
4032,39,"Male","Professional","Bachelor","Single",1,42220.02,54214.57,4339.9692,271.75,54.14,"M001","Payment","MLB","Mobile","True",85,0
1839,38,"Male","Student","Bachelor","Married",0,115290.86,35148.54,3329.354,857.25,37.55,"M004","Transfer","MLB","Mobile","False",68,0
3083,35,"Female","Professional","High School","Single",1,24716.72,27366.184,384.7284,879.15,26.956,"M007","Withdrawal","HB","Desktop","False",89,1
408,49,"Male","Professional","Bachelor","Divorced",0,147097.61,22299.88,8604.761424,284.883333333333,356.26,"M002","Purchase","DRW","Mobile","False",59,1
2908,0.021,"Female","Professional","Master","Married",0,48514.74,57689.04,19968.4604,288.65,356.26,"M004","Purchase","BRS","Mobile","False",80,1
3871,25,"Female","Professional","High School","Single",2,33628.78,45549.01,21401.2988,490.25,119.03,"M005","Payment","MLB","Desktop","False",76,0
2719,33,"Male","Professional","Bachelor","Married",1,34311.88,30523.44,6939.0664,309.616666666667,261.17,"M008","Withdrawal","HB","Desktop","False",27,1
3125,23,"Female","Student","High School","Single",0,70276.22,23273.78,5784.1364,215.55,11.37,"M006","Purchase","PTH","Mobile","False",88,1
698,35,"Male","Student","High School","Widowed",4,55141.54,39396.63,3329.354,0,3138.62,"M002","Purchase","DRW","Mobile","False",107,1
728,21,"Male","Student","High School","Single",2,87555.74,33051.85,34.2412,607.2,11.37,"M007","Purchase","PTH","Mobile","False",29,0
4921,28,"Female","Student","High School","Single",2,123034.58,23843.38,19968.4604,228.3,106.33,"M003","Purchase","BRS","Mobile","False",58,1
4004,31,"Male","Professional","Bachelor","Married",2,118837.87,47913.54,21424.21904,547.9,137.75,"M004","Withdrawal","SYD","Mobile","True",62,1
54,26,"Female","Professional","Bachelor","Single",3,37147.68,53838.51,17340.905568,1380.46666666667,3138.62,"M004","Purchase","MLB","Desktop","True",76,0
2398,34,"Male","Professional","Master","Single",0,46932.04,44520.03,3017.8512,693.716666666667,193.01,"M007","Withdrawal","HB","Mobile","False",116,1
3290,35,"Male","Professional","Bachelor","Married",3,38806.94,79990.08,3017.8512,1117.7,173.33,"M008","Purchase","CB","Mobile","False",71,0
3240,40,"Female","Unemployed","Bachelor","Divorced",4,40833.58,69676.4,10708.4404,1219.15,575.77,"M006","Transfer","MLB","Desktop","False",86,0
2914,34,"Male","Student","Bachelor","Married",4,56727.2,27943.13,10710.227136,105.55,950.76,"M007","Purchase","DRW","Mobile","True",4,1
4545,35,"Female","Professional","Bachelor","Single",1,66317.82,69237.69,10708.4404,286.75,807.58,"M004","Purchase","ADL","Desktop","True",75,1
1791,34,"Male","Unemployed","Bachelor","Married",1,81400.22,17387.2,992.3872,30.2833333333333,220.4,"M008","Transfer","PTH","Desktop","False",88,1
2464,-35,"Female","Retired","High School","Single",4,39071.11,42300.82,56808.005744,900.733333333333,2662.67,"M007","Purchase","SYD","Desktop","False",71,0
3726,49,"Female","Retired","Bachelor","Widowed",4,44867.26,51918.74,6912.9788,814.483333333333,4349.67,"M004","Purchase","CB","Mobile","False",112,0
